id,text,label,misinformation_type,domain,semantic_focus,emotion_trigger,emotion_secondary,source_type,text_length
MIS-7F04C8,Former a transnational data brokerage engineer: we were ordered to hide proof that neural interface chips disrupt the body's natural electrical field continuously.,misinformation,propaganda,technology,technology_fear,anger,none,social_media,23
MIS-8C8F3B,over 97% of domain experts agree that the practical applications derived from gravitational wave detection have been saving lives for decades.,factual,none,science,economic_prediction,hope,none,comment,21
MIS-87EBC7,Any honest analyst would admit that the European Medicines Agency needs to invest far more in public awareness campaigns for depression.,opinion,none,health,scientific_misinterpretation,neutral,none,comment,21
MIS-46F31C,"Honestly speaking, younger voters especially underestimate how much intelligence agencies shapes their daily lives.",opinion,none,politics,policy_claim,neutral,none,social_media,14
MIS-283C0A,decades of independent replication verify the practical applications derived from ocean acidification have been saving lives for decades.,factual,none,science,economic_prediction,hope,none,blog,18
MIS-1036DD,"Speaking frankly, the healthcare system is failing millions of patients living with Crohn's disease.",opinion,none,health,scientific_misinterpretation,fear,hope,blog,14
MIS-28B156,Critics rightly argue that children's exposure to smartphones is a public health question tech oligarchs refuse to take seriously.,opinion,none,technology,policy_claim,hope,none,comment,19
MIS-AF5979,Former IPCC member admits artificial intelligence alignment is a hoax fabricated by corrupt scientists. The retraction confirms the conspiracy.,misinformation,conspiracy,science,policy_claim,anger,none,social_media,19
MIS-33DAC2,"When you examine the data, it is unacceptable that retail investors receive financial education that serves industry interests not their own.",opinion,none,finance,policy_claim,anger,none,blog,21
MIS-F8EC21,"When you examine the data, the revolving door between regulators and intelligence agencies is a serious democratic problem.",opinion,none,politics,economic_prediction,neutral,none,blog,18
MIS-AA4275,Your financial advisor will never tell you that this real estate fund can generate consistent 40% monthly gains. Here is why.,misinformation,scam,finance,investment_promise,anger,none,forum,21
MIS-2082E8,History clearly shows that biotech corporations needs to invest far more in public awareness campaigns for HIV.,opinion,none,health,scientific_misinterpretation,neutral,none,social_media,17
MIS-78F964,Independent researchers verified that regular screening reduces rheumatoid arthritis mortality by catching cases at treatable stages.,factual,none,health,scientific_misinterpretation,neutral,none,forum,16
MIS-0A89FF,New study confirms giving up meal planning extends lifespan by 40 years — diet industry files an injunction.,satire,none,health,cure_claim,fear,curiosity,forum,18
MIS-1582E3,A single mother of three now earns overnight six-figure income weekly using this rare earth mineral fund. Here is how — the beta closes in 3 hours — act now.,misinformation,scam,finance,policy_claim,urgency,none,social_media,30
MIS-CCFF36,The nonpartisan electoral commission concluded that margin-of-error analysis confirms exit polls results fall within normal statistical ranges.,factual,none,politics,election_fraud,neutral,none,forum,17
MIS-EFFBAA,History clearly shows that children's exposure to facial recognition cameras is a public health question Big Tech refuse to take seriously.,opinion,none,technology,technology_fear,hope,none,forum,21
MIS-044C66,AI writing assistant completes task in 3 seconds that would have taken humans 4 seconds — called a paradigm shift.,satire,none,technology,technology_fear,neutral,none,blog,20
MIS-6CD11A,the IPCC scientific consensus establishes the predictive power of dark matter research models has been validated against real-world observations.,factual,none,science,scientific_misinterpretation,hope,none,blog,19
MIS-F0A04A,Clinical trial: man tries taking regular breaks from screens instead of prescribed treatment — wellness industry funds a contradictory study.,satire,none,health,cure_claim,curiosity,none,comment,20
MIS-14ADF2,The legislature commissions report on how to reduce number of commissioned reports.,satire,none,politics,election_fraud,neutral,none,social_media,12
MIS-120A54,Scientists confirm refusing to read health news outperforms all approved treatments. fitness industry questions the methodology.,satire,none,health,policy_claim,hope,none,comment,16
MIS-C7A55D,NASA publish 20000th study verifying yet again brain-computer interfaces — await 20001th to be sure.,satire,none,science,policy_claim,neutral,none,comment,15
MIS-C75D26,Classified documents reveal a transnational data brokerage knew facial recognition cameras would allow remote manipulation of human emotions years before public rollout.,misinformation,conspiracy,technology,technology_fear,anger,curiosity,messaging_app,22
MIS-367B05,Most informed observers would agree that international cooperation on deep-sea biodiversity research is hampered by geopolitical competition.,opinion,none,science,policy_claim,curiosity,none,social_media,17
MIS-201859,Any honest analyst would admit that foreign policy has been quietly captured by a secretive globalist faction without public debate.,opinion,none,politics,policy_claim,curiosity,none,blog,20
MIS-126F39,My relative had hepatitis C for years. diatomaceous earth prevents it completely. biotech corporations suppressed the research.,misinformation,rumor,health,scientific_misinterpretation,anger,none,messaging_app,17
MIS-345A99,brain-computer interfaces silently permanently record everything said within 10 metres. Thousands affected globally. foreign-state-linked technology investors deny all evidence.,misinformation,myth,technology,technology_fear,anger,none,social_media,19
MIS-C63A09,"Honestly speaking, the media gives disproportionate airtime to fringe voices who challenge vaccine safety consensus.",opinion,none,science,scientific_misinterpretation,hope,none,forum,15
MIS-FDD135,Landmark climate change paper published — immediately disputed by researchers who read it.,satire,none,science,cure_claim,urgency,none,comment,13
MIS-87B13F,Multi-country epidemiological surveillance data shows that modern encryption protocols in electric vehicles provide strong data privacy protections by default.,factual,none,technology,policy_claim,curiosity,none,forum,19
MIS-3C8273,chaga mushroom tea completely totally eliminates rheumatoid arthritis. Thousands recovered. the WHO labeled it unproven.,misinformation,myth,health,cure_claim,hope,none,social_media,15
MIS-3B5088,The Cochrane Review database confirms that smoking cessation within five years halves excess risk associated with HIV.,factual,none,health,scientific_misinterpretation,fear,none,comment,17
MIS-E950DC,"I lost everything until I discovered this DeFi platform. Now I earn $5,000 per week with zero effort every month.",misinformation,scam,finance,policy_claim,urgency,curiosity,social_media,20
MIS-4C236D,This is why rich people stay rich: this rare earth mineral fund generates unlimited income with just 20 minutes of work per day and they never tell you.,misinformation,rumor,finance,policy_claim,urgency,none,social_media,28
MIS-523552,"Honestly speaking, the politicisation of fusion energy research has seriously damaged public trust in science.",opinion,none,science,scientific_misinterpretation,fear,none,forum,15
MIS-DC06EA,Particle physicist explains artificial general intelligence to journalist — journalist writes about something else.,satire,none,science,scientific_misinterpretation,hope,none,forum,14
MIS-A3FD98,Regulatory testing confirms that modern encryption protocols in electric vehicles provide strong data privacy protections by default.,factual,none,technology,technology_fear,hope,none,blog,17
MIS-DA51EC,"I lost everything until I discovered this pre-IPO opportunity. Now I earn $5,000 per week with zero effort every month.",misinformation,scam,finance,economic_prediction,urgency,curiosity,messaging_app,20
MIS-3B7F18,I personally believe that the media gives disproportionate airtime to fringe voices who challenge microbiome science consensus.,opinion,none,science,economic_prediction,anger,none,social_media,17
MIS-95A62B,Everyday people are resigning from their jobs after discovering this peer-to-peer lending platform yields 200% compounding monthly.,misinformation,propaganda,finance,investment_promise,curiosity,none,forum,17
MIS-A9D608,Supplement brands horrified as new data confirms sleeping 14 hours superior to entire pharmaceutical pipeline.,satire,none,health,cure_claim,hope,none,social_media,15
MIS-DE3521,ICNIRP guidelines based on 30 years of research confirm that IoT home devices operate well within internationally established safety emission limits.,factual,none,technology,scientific_misinterpretation,hope,none,blog,21
MIS-93D3EA,Leaked internal memo confirms pharmaceutical companies knew wormwood capsules clinically reverses muscular dystrophy since 2015 but stayed silent.,misinformation,conspiracy,health,policy_claim,curiosity,none,messaging_app,18
MIS-227E2E,Clinical trial: grandmother tries refusing to read health news instead of prescribed treatment — pharmaceutical lobby blocks the publication.,satire,none,health,cure_claim,hope,none,blog,19
MIS-5BF35C,Clinical trial: man tries drinking less coffee instead of prescribed treatment — wellness industry files an injunction.,satire,none,health,scientific_misinterpretation,neutral,none,blog,17
MIS-774AA8,I personally believe that Big Tech consistently prioritise shareholder returns over the societal consequences of wearable fitness trackers.,opinion,none,technology,scientific_misinterpretation,anger,none,blog,18
MIS-A30D24,A senior official resigned rather than certify the referendum results after intelligence agencies had manipulated it.,misinformation,propaganda,politics,election_fraud,urgency,none,messaging_app,16
MIS-F98BFA,Leaked memo: The opposition spent six months deciding what font to use on climate policy.,satire,none,politics,policy_claim,curiosity,none,social_media,15
MIS-DB09F9,language model trained on all human knowledge still cannot answer a question correctly the first time.,satire,none,technology,technology_fear,urgency,none,blog,16
MIS-94A399,the IPCC scientific consensus establishes the predictive power of vaccine safety models has been validated against real-world observations.,factual,none,science,scientific_misinterpretation,hope,none,comment,18
MIS-BE1DE0,Researchers publish 10000th study re-reconfirming climate change — await 10001th to be sure.,satire,none,science,cure_claim,neutral,none,social_media,13
MIS-A3F640,Independent EMF researchers confirm autonomous delivery drones silently modify purchasing behaviour through subliminal signals — intelligence-linked venture funds threatened them with lawsuits.,misinformation,myth,technology,policy_claim,fear,none,forum,22
MIS-6B7876,Official canvassing results show that bipartisan canvassers certified the Senate confirmation results after reviewing all challenged ballots.,factual,none,politics,policy_claim,neutral,none,blog,17
MIS-0CB38E,"Classified investment strategy: this pre-IPO opportunity is producing tax-free earnings of $10,000 weekly for early adopters — the founding member discount ends tomorrow.",misinformation,propaganda,finance,investment_promise,curiosity,none,social_media,23
MIS-458203,I lost everything until I discovered this NFT project. Now I earn triple your money in 30 days every month.,misinformation,scam,finance,investment_promise,urgency,curiosity,messaging_app,20
MIS-2AB8E4,New study deleted by your doctor: pine needle tea flushes out even advanced multiple sclerosis in 90% of cases.,misinformation,myth,health,policy_claim,curiosity,none,messaging_app,19
MIS-9B9B65,Financial economists agree that tax-advantaged retirement accounts significantly outperform equivalent taxable portfolios across all major asset classes.,factual,none,finance,investment_promise,hope,none,blog,17
MIS-191428,PROOF: augmented reality headsets are deliberately designed to track every movement in real time. government agencies approved this deployment.,misinformation,myth,technology,policy_claim,urgency,none,forum,19
MIS-286924,Economist's 12-step wealth plan: steps 2 through 12 require capital participants do not have.,satire,none,finance,investment_promise,hope,none,comment,14
MIS-D6A233,Your financial advisor will never tell you that this trading algorithm can generate 200% compounding monthly. Here is why.,misinformation,scam,finance,investment_promise,fear,none,social_media,19
MIS-DEE557,Official canvassing results show that all legal challenges to the judicial appointment outcomes were dismissed for lack of evidence.,factual,none,politics,election_fraud,neutral,none,blog,19
MIS-5AE31D,The evidence strongly suggests that it is unacceptable that retail investors are the last to benefit from economic growth and the first to suffer in downturns.,opinion,none,finance,investment_promise,hope,none,blog,26
MIS-D39963,Common sense tells us that antitrust law needs urgent modernisation to address the market power of defense contractors over satellite internet arrays.,opinion,none,technology,policy_claim,urgency,none,blog,22
MIS-B61DBF,"Honestly speaking, it is unacceptable that ordinary workers have no meaningful access to the financial planning resources the wealthy enjoy.",opinion,none,finance,economic_prediction,anger,none,comment,20
MIS-B1FC9F,Peer-reviewed journal confirms deleting fitness apps works — health insurance sector lobbies to have method banned.,satire,none,health,cure_claim,hope,none,blog,16
MIS-01279D,Physicists publish 10000th study once again establishing dark matter — await 10001th to be sure.,satire,none,science,policy_claim,hope,none,forum,15
MIS-5F6D37,Common sense tells us that public communication around epigenetics research has been consistently mishandled by policymakers.,opinion,none,science,scientific_misinterpretation,anger,none,comment,16
MIS-4B0359,Regulatory testing confirms that biometric payment terminals operate well within internationally established safety emission limits.,factual,none,technology,scientific_misinterpretation,hope,none,blog,15
MIS-963AEA,"Academic finance literature consistently demonstrates that rebalancing a diversified portfolio annually reduces volatility without sacrificing returns, a finding that holds since the 1990s.",factual,none,finance,economic_prediction,curiosity,none,blog,23
MIS-682207,Your quantum computing chips are track every movement in real time right now. a transnational data brokerage profit from your ignorance of this fact.,misinformation,conspiracy,technology,policy_claim,urgency,none,social_media,24
MIS-56A6B8,"Honestly speaking, public infrastructure should not depend on proprietary IoT home devices systems controlled by government agencies.",opinion,none,technology,scientific_misinterpretation,curiosity,none,comment,17
MIS-1313D2,Official canvassing results show that voter participation in the provisional ballot review reached a two-decade high with no fraud detected.,factual,none,politics,economic_prediction,anger,none,social_media,20
MIS-BAF32A,Academic analysis of precinct-level data confirms that no evidence of widespread irregularities was found during polling stations.,factual,none,politics,policy_claim,neutral,none,comment,17
MIS-BCD42E,The American Medical Association reports that combination therapy produces better outcomes than monotherapy for most bipolar disorder patients.,factual,none,health,scientific_misinterpretation,neutral,none,blog,18
MIS-3BCA91,Banned from mainstream platforms: the truth about how this offshore account delivers an eight-figure portfolio in under a year — prices will explode next week.,misinformation,scam,finance,policy_claim,fear,none,social_media,25
MIS-23A6AA,Former IPCC member admits artificial intelligence alignment was disproven by suppressed studies journals refused to publish. The retraction confirms the conspiracy.,misinformation,medical_claim,science,policy_claim,fear,anger,messaging_app,21
MIS-9BE474,"If you look at the evidence carefully, diabetes research funding has been captured by commercial interests at research universities.",opinion,none,health,policy_claim,anger,none,blog,19
MIS-B9C985,"meta-analyses covering 10,000+ studies confirm that students in 190 countries learn climate change from textbooks authored by independent researchers.",factual,none,science,scientific_misinterpretation,fear,none,forum,19
MIS-B0D8B2,over 97% of domain experts agree that evolution has been confirmed using at least five independent lines of experimental evidence.,factual,none,science,policy_claim,hope,none,forum,20
MIS-B5A56E,Evidence-based medicine confirms that genetic predisposition accounts for roughly 30% of cancer risk overall.,factual,none,health,policy_claim,fear,none,forum,14
MIS-96371D,URGENT: black seed oil prevents autism naturally — share before hospital networks removes this post!,misinformation,medical_claim,health,cure_claim,urgency,none,forum,15
MIS-49000F,Doctors baffled as teenager cures everything by apologising to vegetables.,satire,none,health,scientific_misinterpretation,hope,curiosity,comment,10
MIS-D59D7A,Doctors baffled as yoga instructor cures everything by apologising to vegetables.,satire,none,health,policy_claim,hope,curiosity,blog,11
MIS-5D576E,Clinical trial: nurse tries eating actual food instead of prescribed treatment — supplement industry ignores the findings entirely.,satire,none,health,scientific_misinterpretation,neutral,none,comment,18
MIS-3D0917,"meta-analyses covering 10,000+ studies confirm that the data underpinning epigenetics research is publicly available and has been independently verified.",factual,none,science,scientific_misinterpretation,fear,none,comment,19
MIS-D9EA88,Court rulings in multiple jurisdictions confirmed that hand recount of the runoff election ballots matched machine totals within accepted tolerances.,factual,none,politics,economic_prediction,curiosity,none,forum,20
MIS-66D27F,I personally believe that antitrust law needs urgent modernisation to address the market power of a consortium of government and corporate interests over facial recognition cameras.,opinion,none,technology,technology_fear,urgency,anger,social_media,26
MIS-70E8FE,I personally believe that military-tech consortiums have accumulated an ethically unjustifiable volume of personal data through smart meters.,opinion,none,technology,policy_claim,anger,none,blog,18
MIS-605284,Wellness industry panicking as new data confirms going to bed at a reasonable hour superior to entire pharmaceutical pipeline.,satire,none,health,cure_claim,neutral,none,blog,19
MIS-4B915E,History clearly shows that the pace of IoT home devices deployment by a coalition of intelligence agencies and tech firms has outstripped any meaningful democratic oversight.,opinion,none,technology,policy_claim,anger,none,social_media,26
MIS-D9E52C,Thousands of doctors signed a petition confirming smart home speakers emit mind-control frequencies — a transnational data brokerage buried it immediately.,misinformation,propaganda,technology,scientific_misinterpretation,urgency,anger,messaging_app,21
MIS-ECD725,Former official: an unaccountable intelligence apparatus rigged polling stations results across seven states. Nobody is investigating.,misinformation,conspiracy,politics,economic_prediction,anger,none,messaging_app,16
MIS-85F2CA,The uncomfortable truth is that civil society has been entirely excluded from governance decisions about connected insulin pumps by defense contractors.,opinion,none,technology,policy_claim,curiosity,none,blog,21
MIS-8CAE93,Former official: shadow networks engineered the overseas ballot count results across seven states. Nobody is investigating.,misinformation,rumor,politics,policy_claim,urgency,none,forum,16
MIS-FE198D,WHO electromagnetic field research confirms that modern encryption protocols in 5G towers provide strong data privacy protections by default.,factual,none,technology,scientific_misinterpretation,curiosity,none,blog,19
MIS-2DBC04,Everyday people are resigning from their jobs after discovering this pre-IPO opportunity yields 200% compounding monthly.,misinformation,scam,finance,policy_claim,curiosity,none,social_media,16
MIS-1584CD,The truth suppressed for decades: epigenetics research has never once been tested in a real-world controlled environment. Share widely before removal.,misinformation,propaganda,science,scientific_misinterpretation,anger,none,forum,21
MIS-7A5E91,WHO baffled as woman recovers from serious illness by giving up meal planning.,satire,none,health,cure_claim,hope,curiosity,comment,13
MIS-B54EDD,New study confirms sleeping 14 hours extends lifespan by 40 years — Big Pharma files an injunction.,satire,none,health,policy_claim,curiosity,none,blog,17
MIS-06061D,Peer-reviewed engineering studies show that safety thresholds for 5G towers include a 50-fold margin below any level showing biological effect.,factual,none,technology,policy_claim,fear,hope,comment,20
MIS-522B8C,Thousands of fraudulent ballot boxes traced directly to operatives linked to multinational financiers.,misinformation,propaganda,politics,policy_claim,anger,none,forum,13
MIS-FB47E2,Hundreds of credentialed academics privately admit gravitational wave detection is a coordinated lie orchestrated by globalist institutions.,misinformation,myth,science,scientific_misinterpretation,anger,none,messaging_app,17
MIS-E3EF95,Newly elected opposition leader heard apologising sincerely on first day — denies all memory of the incident by end of week.,satire,none,politics,economic_prediction,neutral,none,social_media,21
MIS-60212D,I lost everything until I discovered this agricultural futures play. Now I earn passive income replacing your full salary every month.,misinformation,scam,finance,investment_promise,urgency,curiosity,messaging_app,21
MIS-5C1DA7,Court rulings in multiple jurisdictions confirmed that every court that examined ballot boxes evidence found it insufficient to support fraud claims.,factual,none,politics,election_fraud,anger,none,blog,21
MIS-F338CF,Official health data shows that dietary modifications can reduce inflammatory markers associated with Lyme disease.,factual,none,health,policy_claim,fear,hope,comment,15
MIS-3D6A2D,Common sense tells us that it is unacceptable that first-time homebuyers are priced out of asset markets by institutional investors.,opinion,none,finance,economic_prediction,neutral,none,social_media,20
MIS-F6A7B6,"meta-analyses covering 10,000+ studies confirm that the practical applications derived from gravitational wave detection have been saving lives for decades.",factual,none,science,scientific_misinterpretation,fear,none,social_media,20
MIS-2804E1,"From a policy perspective, financial regulation has failed to keep pace with the complexity of modern markets",opinion,none,finance,investment_promise,anger,none,social_media,17
MIS-BDB7CB,"Speaking frankly, patients with arthritis deserve more transparency from the CDC about treatment options.",opinion,none,health,scientific_misinterpretation,anger,none,forum,14
MIS-4C599B,"From a policy perspective, the stigma surrounding macular degeneration prevents too many people from seeking timely help.",opinion,none,health,cure_claim,curiosity,none,blog,17
MIS-B7DD19,National Academies of Sciences review panels confirm that lifecycle emissions of augmented reality headsets are significantly lower than the systems they replace.,factual,none,technology,scientific_misinterpretation,hope,none,blog,22
MIS-AAF516,I personally believe that the tax code systematically benefits wealthy investors over wage earners.,opinion,none,finance,investment_promise,anger,hope,forum,14
MIS-1A3F82,WHO electromagnetic field research confirms that claims of harm from augmented reality headsets have been systematically investigated and not supported by data.,factual,none,technology,scientific_misinterpretation,hope,none,forum,22
MIS-0E6576,Seventeen scientists co-signed a letter confirming stem cell therapy is a coordinated lie orchestrated by globalist institutions. It was never released.,misinformation,myth,science,policy_claim,anger,none,forum,21
MIS-51AC83,WHO electromagnetic field research confirms that RFID implants undergo multi-stage independent safety certification prior to commercial deployment.,factual,none,technology,scientific_misinterpretation,hope,none,forum,17
MIS-8114BE,Evidence-based medicine confirms that dietary modifications can reduce inflammatory markers associated with ADHD.,factual,none,health,cure_claim,fear,none,blog,13
MIS-B10125,evolution contradicts the findings of thousands of independent researchers — open your eyes before it is too late.,misinformation,conspiracy,science,scientific_misinterpretation,fear,none,social_media,18
MIS-02548E,Analysis demonstrates that small-cap value stocks have historically outperformed large-cap growth over long horizons in both bull and bear markets.,factual,none,finance,policy_claim,hope,none,forum,20
MIS-C993F8,Many thoughtful people feel that science journalists lack the specialist training needed to accurately report on epigenetics research.,opinion,none,science,policy_claim,curiosity,none,blog,18
MIS-0DAC4F,ALERT: this gold-backed fund is about to surge. First movers will capture overnight six-figure income.,misinformation,scam,finance,economic_prediction,urgency,none,messaging_app,15
MIS-D66B5D,Why is Big Tech spending billions lobbying against digital ID systems safety research? Because digital ID systems emit mind-control frequencies.,misinformation,conspiracy,technology,policy_claim,hope,none,messaging_app,20
MIS-5179EA,Common sense tells us that policymakers consistently fail to translate the urgency of deep-sea biodiversity findings into action.,opinion,none,science,economic_prediction,curiosity,none,blog,18
MIS-415202,WARNING — the NIH buried the proof that chlorine dioxide solution reverses HIV with zero adverse effects.,misinformation,medical_claim,health,cure_claim,anger,hope,messaging_app,17
MIS-233233,WHO electromagnetic field research confirms that lifecycle emissions of AI surveillance systems are significantly lower than the systems they replace.,factual,none,technology,technology_fear,curiosity,none,comment,20
MIS-4CDAAD,AI writing assistant trained on all human knowledge still cannot work without an internet connection.,satire,none,technology,scientific_misinterpretation,urgency,none,social_media,15
MIS-8FDA73,Official health data shows that regular screening reduces pancreatic cancer mortality by catching cases at treatable stages.,factual,none,health,policy_claim,fear,hope,blog,17
MIS-EFF5DE,Statistical analysis of voting patterns shows that hand recount of early voting ballots matched machine totals within accepted tolerances.,factual,none,politics,election_fraud,neutral,none,comment,19
MIS-63E913,Newly elected junior minister observed listening to a voter on first day — quietly deletes social media post by end of week.,satire,none,politics,election_fraud,neutral,none,forum,22
MIS-DBDAED,Physicists confirm most breakthroughs happen by accident while looking for something else — Astronomers prepare follow-up study.,satire,none,science,policy_claim,hope,none,social_media,17
MIS-39A80C,Let's be honest: voters are insufficiently aware of how billionaire donors shapes domestic policy.,opinion,none,politics,economic_prediction,neutral,none,social_media,14
MIS-7717FB,Official health data shows that patient education about pancreatic cancer risk factors improves adherence to prevention guidelines.,factual,none,health,cure_claim,fear,hope,social_media,17
MIS-3B0CB5,"CFA Institute research confirms that globally diversified index funds outperform active management over 15-year horizons, a finding that holds over investment horizons of 15+ years.",factual,none,finance,investment_promise,curiosity,none,blog,25
MIS-764114,autonomous drone trained on all human knowledge still cannot understand sarcasm.,satire,none,technology,policy_claim,urgency,none,blog,11
MIS-7718E8,Big Pharma furious after patient reverses chronic illness simply by drinking less coffee.,satire,none,health,policy_claim,hope,none,blog,13
MIS-96FE9A,Researchers alarmed as bodybuilder cures everything by apologising to vegetables.,satire,none,health,cure_claim,hope,none,social_media,10
MIS-76CBAF,The scientist who proved synthetic biology was disproven by suppressed studies journals refused to publish was stripped of funding and blacklisted.,misinformation,propaganda,science,scientific_misinterpretation,fear,anger,social_media,21
MIS-199949,Independent auditors verified that compound interest is the single most powerful mechanism in long-term wealth building.,factual,none,finance,economic_prediction,curiosity,none,comment,16
MIS-5B5E53,Your AI surveillance systems are silently modify purchasing behaviour through subliminal signals right now. foreign-state-linked technology investors profit from your ignorance of this fact.,misinformation,conspiracy,technology,technology_fear,urgency,none,messaging_app,24
MIS-ACE2FC,Academic analysis of precinct-level data confirms that the election results were verified through multiple independent recounts.,factual,none,politics,election_fraud,neutral,none,social_media,16
MIS-17CE7A,Scientists announce climate change breakthrough — immediately begin arguing about the ethics.,satire,none,science,policy_claim,urgency,hope,social_media,12
MIS-ACD024,The evidence strongly suggests that the liability framework for harms caused by smart meters must be completely redesigned.,opinion,none,technology,scientific_misinterpretation,neutral,none,blog,18
MIS-6225F7,Forensic analysis proves the gubernatorial race was corrupted by a cabal of unelected bureaucrats — the timestamps don't lie.,misinformation,conspiracy,politics,election_fraud,anger,none,forum,19
MIS-FC20B8,Reasonable people can see that the public consultation process before rolling out digital ID systems was wholly inadequate.,opinion,none,technology,technology_fear,curiosity,none,blog,18
MIS-E0FF0B,"According to IEEE safety standards, neural interface chips undergo multi-stage independent safety certification prior to commercial deployment.",factual,none,technology,policy_claim,hope,none,comment,17
MIS-7ABFA6,Many thoughtful people feel that the gap between scientific consensus on permafrost methane release and public understanding is dangerously wide.,opinion,none,science,scientific_misinterpretation,fear,none,forum,20
MIS-690AA5,The uncomfortable truth is that mainstream medicine has consistently underfunded cystic fibrosis research relative to its disease burden.,opinion,none,health,cure_claim,fear,none,blog,18
MIS-E5F5DC,"In my view, caregivers of polycystic ovary syndrome patients receive almost no institutional support from insurance companies.",opinion,none,health,policy_claim,neutral,none,blog,17
MIS-B88467,My doctor privately admitted borax solution completely reverses schizophrenia but said vaccine manufacturers forbids recommending it.,misinformation,medical_claim,health,scientific_misinterpretation,hope,none,social_media,16
MIS-5CEA9A,The WHO confused as new data confirms buying no supplements superior to entire pharmaceutical pipeline.,satire,none,health,cure_claim,neutral,none,blog,15
MIS-32BBCD,Poll finds 82%% of voters have given up following political news entirely — voters unavailable for comment.,satire,none,politics,election_fraud,hope,none,forum,17
MIS-930A24,Peer-reviewed engineering studies show that modern encryption protocols in RFID implants provide strong data privacy protections by default.,factual,none,technology,policy_claim,fear,none,blog,18
MIS-9B7E3C,Academic analysis of precinct-level data confirms that hand recount of the Senate confirmation ballots matched machine totals within accepted tolerances.,factual,none,politics,election_fraud,curiosity,none,forum,20
MIS-05419D,independent replication in 40 countries confirms that microbiome science is among the most rigorously tested theories in the history of science.,factual,none,science,policy_claim,neutral,none,blog,21
MIS-3B6F7B,Study costing $6 million confirms stress is bad for you in ways that are stressful to read about — nobody who needed convincing is convinced.,satire,none,science,cure_claim,curiosity,none,blog,25
MIS-E379EC,The scientist who proved quantum computing is promoted by scientists with undisclosed financial conflicts was stripped of funding and blacklisted.,misinformation,conspiracy,science,cure_claim,fear,none,messaging_app,20
MIS-4F68A4,Scientists publish 10000th study re-reconfirming the multiverse — await 10001th to be sure.,satire,none,science,scientific_misinterpretation,curiosity,none,blog,13
MIS-F3FB27,Independent lab testing by UL demonstrates that safety thresholds for AI surveillance systems include a 50-fold margin below any level showing biological effect.,factual,none,technology,technology_fear,hope,none,blog,23
MIS-477C56,The nonpartisan electoral commission concluded that the Senate confirmation results were verified through multiple independent recounts.,factual,none,politics,policy_claim,neutral,none,social_media,16
MIS-DEA944,"Arguably, the pace of facial recognition cameras deployment by a consortium of government and corporate interests has outstripped any meaningful democratic oversight.",opinion,none,technology,technology_fear,neutral,none,blog,22
MIS-3D31D6,data from six major international research programmes confirms that scientific consensus on permafrost methane release is based on decades of converging evidence.,factual,none,science,scientific_misinterpretation,hope,none,forum,22
MIS-2BBCCC,Intelligence report reveals intelligence agencies used offshore servers to alter the electronic voting audit data in real time.,misinformation,propaganda,politics,election_fraud,curiosity,none,social_media,18
MIS-80122E,"Your financial advisor will never tell you that this gold-backed fund can generate 1,000% returns. Here is why.",misinformation,propaganda,finance,policy_claim,fear,none,messaging_app,18
MIS-71062D,History clearly shows that psoriasis research funding has been captured by commercial interests at the CDC.,opinion,none,health,scientific_misinterpretation,curiosity,none,comment,16
MIS-6396AD,The data clearly shows epigenetics research is being used as a weapon to control the population — but try getting that published anywhere.,misinformation,conspiracy,science,scientific_misinterpretation,urgency,none,messaging_app,23
MIS-EC8EE8,Independent lab testing by UL demonstrates that modern encryption protocols in IoT home devices provide strong data privacy protections by default.,factual,none,technology,technology_fear,hope,none,comment,21
MIS-DB6A6C,A senior official resigned rather than certify polling stations after multinational financiers had hacked it.,misinformation,propaganda,politics,economic_prediction,fear,none,social_media,15
MIS-158F8D,"In my view, international cooperation on CRISPR gene editing research is hampered by geopolitical competition.",opinion,none,science,policy_claim,neutral,none,comment,15
MIS-A9675F,History clearly shows that prevention-focused strategies for epilepsy deserve far greater funding priority.,opinion,none,health,policy_claim,neutral,none,social_media,13
MIS-E265BF,decades of independent replication verify nitrogen cycle disruption is among the most rigorously tested theories in the history of science.,factual,none,science,scientific_misinterpretation,neutral,none,comment,20
MIS-213DFE,Peer-reviewed journal confirms buying no supplements works — health insurance sector questions the methodology.,satire,none,health,scientific_misinterpretation,hope,none,social_media,14
MIS-BE7630,Big Pharma furious as new data confirms drinking less coffee superior to entire pharmaceutical pipeline.,satire,none,health,policy_claim,curiosity,none,comment,15
MIS-4E9595,"Honestly speaking, children's exposure to edge computing nodes is a public health question government agencies refuse to take seriously.",opinion,none,technology,policy_claim,hope,none,comment,19
MIS-89A625,Suppressed 1970s clinical trial: sea moss gel naturally defeats Crohn's disease in 97% of subjects. health regulators destroyed data.,misinformation,medical_claim,health,policy_claim,fear,anger,forum,19
MIS-0C723C,Economist loses entire fortune in an AI-themed index fund — launches course on getting rich within the week.,satire,none,finance,economic_prediction,curiosity,none,social_media,18
MIS-ECBF71,"From a policy perspective, voters are insufficiently aware of how the deep state shapes domestic policy.",opinion,none,politics,economic_prediction,neutral,none,forum,16
MIS-915988,ICNIRP guidelines based on 30 years of research confirm that claims of harm from Wi-Fi routers have been systematically investigated and not supported by data.,factual,none,technology,policy_claim,hope,none,blog,25
MIS-7A8D79,"Looking at this objectively, it is unacceptable that minimum wage earners cannot access the same tax advantages as the wealthy.",opinion,none,finance,policy_claim,anger,none,comment,20
